city,area,rooms,bathroom,parking spaces,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$)
São Paulo,98,2,2,2,acept,furnished,1650,7500,400,96
São Paulo,190,3,3,3,not acept,furnished,2000,5000,667,64
São Paulo,35,1,1,1,acept,not furnished,239,2500,90,32
São Paulo,213,4,5,4,acept,not furnished,3900,9900,1084,126
São Paulo,217,3,4,4,acept,furnished,2400,14500,910,184
São Paulo,218,4,4,3,acept,furnished,2347,8400,1105,107
São Paulo,31,2,1,0,acept,not furnished,0,1040,0,14
São Paulo,48,1,1,1,acept,furnished,766,3800,150,49
São Paulo,55,1,1,0,acept,not furnished,0,1400,138,22
São Paulo,270,3,3,3,acept,not furnished,3500,5740,834,87
São Paulo,38,2,1,0,acept,furnished,577,3200,50,41
São Paulo,300,3,3,2,acept,not furnished,0,10500,768,158
São Paulo,30,1,1,0,not acept,not furnished,0,650,25,10
São Paulo,58,2,2,1,not acept,furnished,942,3400,71,44
São Paulo,139,4,4,8,acept,not furnished,0,3500,265,53
São Paulo,70,1,1,2,acept,furnished,2150,7000,542,89
São Paulo,36,1,1,0,acept,not furnished,175,1275,0,5
São Paulo,48,1,1,0,acept,not furnished,0,1100,0,14
São Paulo,351,3,4,2,not acept,furnished,2400,9500,1192,121
São Paulo,31,1,1,1,acept,not furnished,478,2400,75,31
São Paulo,90,3,2,2,acept,not furnished,1100,2450,117,32
São Paulo,40,1,1,0,acept,not furnished,890,3463,0,32
São Paulo,64,3,1,1,acept,not furnished,504,1500,53,20
São Paulo,190,3,4,3,acept,not furnished,2100,5500,525,70
São Paulo,400,3,3,4,acept,not furnished,0,14000,300,211
São Paulo,73,1,1,0,acept,furnished,864,3000,57,39
São Paulo,64,2,2,2,acept,not furnished,404,2600,75,33
São Paulo,65,3,1,1,acept,not furnished,461,2530,90,33
São Paulo,48,2,1,1,not acept,furnished,582,5470,8,70
São Paulo,40,1,1,1,not acept,not furnished,642,1700,20,22
São Paulo,103,3,3,2,acept,furnished,1310,6500,448,83
São Paulo,159,3,3,2,not acept,not furnished,0,3300,225,50
São Paulo,42,1,1,1,acept,not furnished,600,3600,125,46
São Paulo,100,3,2,1,acept,not furnished,700,1946,0,7
São Paulo,111,1,2,2,acept,not furnished,1400,8000,466,102
São Paulo,50,1,1,1,not acept,not furnished,200,1000,0,16
São Paulo,230,3,2,0,acept,not furnished,0,2500,500,32
São Paulo,140,3,2,1,not acept,not furnished,1740,2400,340,31
São Paulo,40,1,1,0,not acept,not furnished,0,2040,70,31
São Paulo,91,2,1,1,acept,not furnished,615,1750,90,23
São Paulo,140,2,1,3,acept,not furnished,0,2500,194,38
São Paulo,50,1,1,0,acept,not furnished,600,1300,0,17
São Paulo,160,4,3,3,acept,not furnished,1600,7000,542,89
São Paulo,650,3,7,2,acept,not furnished,0,9900,600,149
São Paulo,254,4,4,3,acept,furnished,1300,6780,478,86
São Paulo,40,1,1,1,not acept,not furnished,700,3600,180,46
São Paulo,78,2,1,3,acept,not furnished,0,1600,163,25
São Paulo,54,1,1,1,not acept,not furnished,1484,4130,250,53
São Paulo,40,1,1,1,acept,not furnished,584,3200,95,41
São Paulo,50,2,1,1,acept,not furnished,570,1100,0,14
São Paulo,75,3,1,1,not acept,not furnished,475,1800,0,23
São Paulo,472,3,2,4,acept,not furnished,0,6500,650,98
São Paulo,50,1,1,1,not acept,furnished,2204,3700,209,47
São Paulo,321,3,5,2,acept,furnished,0,7318,1072,111
São Paulo,70,3,2,1,acept,not furnished,380,1290,92,17
São Paulo,170,3,2,2,acept,not furnished,0,4500,267,68
São Paulo,60,2,2,1,not acept,furnished,1158,5500,150,70
São Paulo,100,2,4,0,acept,not furnished,0,3000,0,39
São Paulo,50,1,1,0,acept,not furnished,0,700,67,11
São Paulo,48,1,1,2,acept,furnished,1966,3550,486,45
São Paulo,58,2,1,1,acept,not furnished,850,1700,165,22
São Paulo,200,3,4,3,acept,furnished,2247,8500,1000,33
São Paulo,50,2,1,2,not acept,not furnished,504,1800,59,23
São Paulo,130,3,2,0,acept,furnished,550,4800,215,61
São Paulo,300,4,3,4,acept,not furnished,2400,15000,0,191
São Paulo,80,3,1,1,acept,not furnished,620,1750,0,23
São Paulo,310,3,3,2,not acept,not furnished,2720,15000,846,191
São Paulo,130,3,2,1,not acept,furnished,1134,7900,386,101
São Paulo,40,1,1,1,not acept,not furnished,390,2600,96,35
São Paulo,90,3,2,2,not acept,furnished,890,2100,150,27
São Paulo,89,2,2,2,acept,furnished,1440,7700,351,98
São Paulo,240,3,3,5,acept,not furnished,3000,3500,0,45
São Paulo,106,3,2,0,acept,not furnished,1139,2430,0,31
São Paulo,80,2,1,1,not acept,not furnished,550,1500,167,20
São Paulo,22,1,1,1,acept,not furnished,471,2200,55,28
São Paulo,141,4,3,2,acept,not furnished,1500,4010,542,51
São Paulo,340,4,6,6,acept,furnished,0,15000,250,226
São Paulo,105,4,2,2,acept,not furnished,1659,6500,400,83
São Paulo,70,3,1,1,acept,not furnished,380,1290,180,17
São Paulo,200,3,2,1,acept,not furnished,1500,8000,42,102
São Paulo,74,2,3,2,acept,not furnished,450,3200,40,41
São Paulo,250,4,2,5,acept,not furnished,841,4000,701,61
São Paulo,70,1,1,1,acept,furnished,469,3590,83,46
São Paulo,220,4,3,4,acept,furnished,1800,3000,1000,39
São Paulo,57,1,1,1,acept,not furnished,769,4800,194,61
São Paulo,35,1,1,0,acept,not furnished,0,700,80,11
São Paulo,45,2,2,0,not acept,not furnished,0,1630,84,25
São Paulo,70,1,1,1,acept,furnished,1000,3500,171,45
São Paulo,140,3,3,1,acept,not furnished,1144,1360,256,18
São Paulo,50,1,1,0,not acept,not furnished,0,1150,50,18
São Paulo,108,3,2,2,not acept,not furnished,900,2900,202,37
São Paulo,60,3,1,1,acept,furnished,556,2200,4,31
São Paulo,30,1,1,1,not acept,furnished,460,3500,100,45
São Paulo,110,3,3,2,acept,furnished,1000,3800,192,49
São Paulo,100,3,4,2,not acept,not furnished,1380,3000,470,39
São Paulo,30,1,1,1,acept,furnished,574,1850,0,24
São Paulo,146,3,4,3,acept,furnished,1540,10000,667,127
São Paulo,300,3,5,2,acept,not furnished,0,4600,609,70
São Paulo,120,3,4,0,acept,not furnished,250,3200,226,41
São Paulo,195,3,3,2,acept,not furnished,0,2990,330,45
São Paulo,110,1,3,2,acept,not furnished,1500,8000,417,102
São Paulo,210,3,3,3,acept,not furnished,2300,7000,717,89
São Paulo,44,1,1,0,acept,not furnished,100,1400,0,18
São Paulo,90,2,1,0,acept,not furnished,622,2150,212,28
São Paulo,200,2,1,0,acept,not furnished,0,2800,291,43
São Paulo,85,3,1,2,acept,not furnished,955,1900,270,25
São Paulo,255,4,4,3,acept,furnished,0,11900,0,151
São Paulo,280,5,2,1,acept,not furnished,0,8000,0,121
São Paulo,48,1,1,1,acept,furnished,487,3000,142,39
São Paulo,180,4,4,2,acept,not furnished,1900,5500,507,70
São Paulo,73,3,2,1,acept,not furnished,923,2700,171,35
São Paulo,50,1,2,1,not acept,furnished,850,3000,210,39
São Paulo,40,1,1,1,not acept,not furnished,603,4320,181,55
São Paulo,216,3,4,4,acept,furnished,2300,15000,900,191
São Paulo,44,1,1,1,acept,not furnished,480,2300,70,30
São Paulo,136,3,2,3,acept,furnished,1400,2500,325,32
São Paulo,100,2,1,1,acept,furnished,1400,3800,234,49
São Paulo,50,2,1,1,acept,not furnished,496,1200,0,16
São Paulo,35,1,1,1,not acept,furnished,593,2896,78,37
São Paulo,104,3,2,2,acept,not furnished,1500,4200,432,54
São Paulo,215,3,3,2,not acept,furnished,3000,15000,834,191
São Paulo,234,3,4,3,acept,not furnished,2400,7000,84,89
São Paulo,37,1,1,0,acept,furnished,1320,1730,142,22
São Paulo,50,2,1,0,acept,not furnished,54,2000,42,26
São Paulo,118,3,3,2,acept,furnished,1000,3890,356,50
São Paulo,270,3,3,2,acept,not furnished,0,9800,0,148
São Paulo,54,1,2,0,acept,not furnished,390,3500,0,45
São Paulo,30,1,1,0,acept,not furnished,250,1153,0,4
São Paulo,250,3,4,3,acept,not furnished,0,3571,430,54
São Paulo,98,3,3,2,acept,not furnished,0,2500,0,38
São Paulo,83,3,2,2,acept,not furnished,804,3690,317,47
São Paulo,250,3,2,8,acept,not furnished,0,10000,0,151
São Paulo,140,3,3,3,not acept,not furnished,2200,8000,800,102
São Paulo,49,1,1,1,acept,not furnished,284,2600,134,33
São Paulo,179,3,2,1,acept,not furnished,1457,5400,359,69
São Paulo,185,3,3,3,acept,not furnished,2670,5600,907,71
São Paulo,120,2,2,0,acept,not furnished,300,3600,120,46
São Paulo,50,2,1,1,acept,not furnished,407,1715,12,22
São Paulo,240,3,4,2,acept,not furnished,1,8200,625,124
São Paulo,60,2,1,1,acept,furnished,550,1520,80,20
São Paulo,100,2,1,3,not acept,not furnished,0,2700,378,41
São Paulo,250,4,4,3,not acept,not furnished,0,7500,417,113
São Paulo,16,1,1,0,acept,not furnished,0,2700,5,35
São Paulo,98,3,2,2,acept,not furnished,900,4500,0,58
São Paulo,170,3,3,1,acept,not furnished,1300,2060,200,27
São Paulo,45,2,1,0,not acept,not furnished,70,1450,43,22
São Paulo,90,2,2,1,acept,furnished,760,5500,142,70
São Paulo,30,1,1,1,acept,furnished,500,2570,0,8
São Paulo,140,3,3,2,acept,not furnished,2350,4905,59,63
São Paulo,90,2,2,2,acept,not furnished,1230,3640,342,47
São Paulo,40,1,1,0,not acept,not furnished,0,750,0,12
São Paulo,300,3,2,1,acept,not furnished,0,3900,538,59
São Paulo,340,4,4,3,acept,not furnished,0,10000,1084,151
São Paulo,72,2,2,1,acept,not furnished,1100,5270,334,67
São Paulo,250,4,3,3,not acept,not furnished,0,13000,950,196
São Paulo,250,3,3,4,acept,furnished,250,6500,309,98
São Paulo,105,3,3,2,not acept,not furnished,1380,2720,417,35
São Paulo,220,2,4,3,not acept,not furnished,2000,12960,834,165
São Paulo,171,3,3,1,acept,not furnished,2395,5100,259,65
São Paulo,150,3,5,3,acept,furnished,0,4500,189,68
São Paulo,254,3,5,4,acept,not furnished,2000,10000,990,127
São Paulo,68,1,2,1,acept,furnished,2304,9000,532,115
São Paulo,55,2,1,0,not acept,not furnished,337,1528,0,20
São Paulo,230,2,3,1,acept,furnished,3000,12000,450,153
São Paulo,170,4,5,2,acept,not furnished,0,3700,0,56
São Paulo,77,2,1,1,acept,not furnished,886,2200,0,28
São Paulo,86,3,2,2,acept,furnished,550,2900,190,37
São Paulo,90,2,2,2,not acept,furnished,867,4800,203,61
São Paulo,64,2,2,2,acept,not furnished,790,3400,161,44
São Paulo,100,2,3,2,not acept,furnished,1080,10000,138,127
São Paulo,50,2,2,1,acept,not furnished,390,1800,0,23
São Paulo,23,1,1,0,acept,not furnished,393,2100,59,27
São Paulo,96,2,1,1,not acept,not furnished,800,3000,0,39
São Paulo,140,3,1,0,acept,not furnished,0,2700,167,41
São Paulo,148,4,4,4,acept,furnished,2580,2000,406,26
São Paulo,172,4,3,1,acept,not furnished,0,3500,114,53
São Paulo,93,2,3,2,acept,not furnished,1006,3200,350,41
São Paulo,72,2,2,1,acept,not furnished,690,2300,200,30
São Paulo,350,4,3,4,acept,not furnished,0,4000,209,61
São Paulo,400,5,4,3,acept,not furnished,2600,6900,1017,104
São Paulo,107,2,2,1,not acept,not furnished,1300,8400,293,107
São Paulo,111,3,2,0,acept,not furnished,1370,2500,264,32
São Paulo,140,4,3,2,acept,not furnished,2000,3800,334,49
São Paulo,35,1,1,0,acept,not furnished,0,1150,30,15
São Paulo,178,3,3,4,not acept,furnished,2180,15000,850,191
São Paulo,200,2,2,1,acept,furnished,2700,9500,600,121
São Paulo,33,1,1,0,not acept,not furnished,338,1000,63,13
São Paulo,320,3,3,8,acept,not furnished,0,5500,572,83
São Paulo,50,2,1,1,not acept,not furnished,0,1300,69,20
São Paulo,137,3,2,1,acept,not furnished,1480,4700,293,60
São Paulo,165,3,2,2,acept,furnished,1750,6500,779,83
São Paulo,180,2,2,1,acept,not furnished,1800,5350,0,68
São Paulo,220,4,4,3,acept,not furnished,3600,5100,892,65
São Paulo,58,2,2,1,not acept,furnished,928,4000,256,51
São Paulo,40,1,1,0,not acept,not furnished,30,780,17,12
São Paulo,235,3,4,3,acept,not furnished,2000,2550,1000,33
São Paulo,47,2,1,1,not acept,not furnished,580,1100,0,14
São Paulo,38,1,1,1,not acept,furnished,353,1850,28,24
São Paulo,49,2,1,1,acept,not furnished,300,1700,21,22
São Paulo,45,2,1,0,not acept,not furnished,0,1300,109,20
São Paulo,28,1,1,0,not acept,furnished,0,1750,0,23
São Paulo,160,3,2,0,acept,not furnished,1239,3900,150,50
São Paulo,200,3,5,4,acept,not furnished,1970,1720,959,22
São Paulo,68,2,2,1,acept,furnished,489,1877,0,24
São Paulo,70,2,1,1,acept,not furnished,850,2500,92,32
São Paulo,103,3,3,2,not acept,not furnished,1470,5600,330,71
São Paulo,165,3,4,3,acept,not furnished,1700,4500,573,58
São Paulo,80,2,2,0,not acept,not furnished,0,1100,167,17
São Paulo,380,4,1,2,not acept,not furnished,0,4000,386,61
São Paulo,174,3,4,2,acept,not furnished,1936,6000,390,77
São Paulo,128,4,5,1,acept,not furnished,0,6800,71,87
São Paulo,160,3,4,4,acept,not furnished,2250,2100,480,27
São Paulo,86,3,1,1,acept,furnished,1000,2200,116,28
São Paulo,236,4,3,3,acept,not furnished,3070,1600,1015,21
São Paulo,600,5,5,6,acept,not furnished,0,12750,1059,192
São Paulo,220,3,4,2,not acept,not furnished,0,3500,276,53
São Paulo,220,4,4,5,not acept,furnished,1700,4600,0,59
São Paulo,35,1,1,0,acept,not furnished,0,900,11,14
São Paulo,70,1,1,1,acept,not furnished,740,2600,66,33
São Paulo,40,1,1,0,not acept,furnished,370,3300,74,42
São Paulo,180,2,2,1,acept,not furnished,3400,9000,480,115
São Paulo,208,4,2,4,acept,not furnished,0,4500,282,68
São Paulo,170,4,2,2,acept,not furnished,0,2900,50,44
São Paulo,40,1,1,0,acept,furnished,473,2300,39,30
São Paulo,45,1,1,1,acept,furnished,519,3850,209,49
São Paulo,116,3,4,2,acept,not furnished,1036,8000,584,102
São Paulo,67,2,2,1,acept,furnished,650,2300,0,30
São Paulo,40,1,1,0,not acept,furnished,685,1920,117,25
São Paulo,140,2,3,1,acept,not furnished,0,3850,150,58
São Paulo,350,3,4,6,acept,not furnished,0,3850,834,58
São Paulo,420,3,4,4,not acept,not furnished,0,6000,417,91
São Paulo,110,2,2,1,acept,not furnished,0,2200,192,34
São Paulo,160,2,1,0,not acept,not furnished,1200,2400,0,31
São Paulo,50,2,1,0,acept,not furnished,0,1200,42,19
São Paulo,90,2,1,1,acept,not furnished,0,2735,19,42
São Paulo,103,3,2,1,acept,not furnished,1133,1500,137,6
São Paulo,550,5,6,4,acept,not furnished,0,15000,1119,226
São Paulo,216,4,4,4,acept,not furnished,1710,2800,686,36
São Paulo,444,4,4,5,acept,furnished,0,10000,584,151
São Paulo,180,3,5,3,acept,not furnished,2900,8100,0,103
São Paulo,156,3,4,3,acept,not furnished,1600,4200,305,54
São Paulo,130,3,4,3,acept,not furnished,1413,2400,597,31
São Paulo,200,3,2,4,acept,not furnished,0,8500,407,128
São Paulo,50,2,1,1,acept,not furnished,650,1300,4,17
São Paulo,155,3,3,2,acept,furnished,2300,12000,700,153
São Paulo,58,2,1,0,acept,not furnished,389,1480,52,19
São Paulo,35,1,1,1,not acept,furnished,581,3365,153,43
São Paulo,50,1,1,1,acept,not furnished,1205,4500,251,58
São Paulo,200,3,2,2,acept,furnished,0,4700,184,71
São Paulo,48,1,1,0,not acept,not furnished,0,1100,9,17
São Paulo,70,2,1,1,not acept,not furnished,794,2500,14,32
São Paulo,73,2,2,1,acept,furnished,1072,5000,196,64
São Paulo,90,2,1,0,not acept,not furnished,500,2700,25,35
São Paulo,80,2,2,2,not acept,not furnished,0,3600,390,55
São Paulo,106,3,2,2,acept,not furnished,1400,5520,275,70
São Paulo,315,4,4,2,acept,not furnished,3500,7450,0,95
São Paulo,94,3,2,2,acept,not furnished,1000,2000,42,26
São Paulo,59,2,1,0,acept,not furnished,542,1750,0,23
São Paulo,110,2,1,1,acept,not furnished,1200,2800,137,36
São Paulo,400,3,4,2,acept,not furnished,0,3150,0,48
São Paulo,160,4,4,2,not acept,not furnished,2700,7000,275,89
São Paulo,108,3,2,2,acept,not furnished,1100,4348,250,56
São Paulo,178,4,3,2,acept,not furnished,1700,6700,660,85
São Paulo,112,3,2,3,acept,not furnished,1251,2500,332,32
São Paulo,140,3,3,2,acept,not furnished,0,5000,300,76
São Paulo,55,1,2,1,acept,furnished,550,3500,0,45
São Paulo,180,2,3,3,acept,furnished,3300,7600,1025,54
São Paulo,240,7,3,4,acept,not furnished,0,6000,834,91
São Paulo,80,3,4,1,acept,not furnished,0,3000,0,46
São Paulo,65,2,1,2,acept,not furnished,1111,4000,233,51
São Paulo,88,2,2,2,acept,furnished,1000,4500,134,58
São Paulo,30,1,1,0,not acept,not furnished,0,850,67,13
São Paulo,98,2,2,1,acept,not furnished,1055,2166,384,28
São Paulo,15,1,1,0,not acept,furnished,0,1200,83,16
São Paulo,200,4,4,3,acept,not furnished,2715,7000,834,89
São Paulo,350,2,1,0,acept,not furnished,0,2500,209,38
São Paulo,200,3,3,2,acept,not furnished,2500,12000,834,153
São Paulo,36,1,1,1,acept,furnished,719,1990,119,26
São Paulo,85,2,1,1,acept,not furnished,750,3500,105,45
São Paulo,198,5,5,2,acept,not furnished,1500,3801,554,49
São Paulo,103,3,2,2,acept,not furnished,1150,3000,459,39
São Paulo,160,2,3,0,acept,not furnished,0,4300,124,65
São Paulo,50,2,1,1,acept,not furnished,465,1000,0,13
São Paulo,55,2,1,1,acept,not furnished,671,1100,0,14
São Paulo,80,2,2,0,not acept,not furnished,600,2550,46,33
São Paulo,50,1,1,0,acept,not furnished,0,690,0,11
São Paulo,120,2,2,2,acept,not furnished,100,5500,158,83
São Paulo,127,3,3,2,acept,not furnished,804,3800,257,49
São Paulo,98,3,2,1,acept,not furnished,1350,5500,200,70
São Paulo,65,1,1,0,not acept,furnished,550,3050,25,39
São Paulo,65,2,1,1,acept,not furnished,330,1410,74,18
São Paulo,93,1,3,1,not acept,not furnished,1040,3500,33,45
São Paulo,139,2,2,1,acept,not furnished,707,4396,153,56
São Paulo,52,2,1,1,acept,not furnished,760,3000,145,39
São Paulo,39,1,1,0,acept,furnished,300,2000,0,26
São Paulo,60,1,1,0,acept,not furnished,70,1200,50,16
São Paulo,90,2,2,2,acept,not furnished,1630,3040,322,39
São Paulo,27,1,1,0,not acept,not furnished,1405,3500,1,45
São Paulo,155,2,1,1,acept,not furnished,1700,4500,510,58
São Paulo,230,4,5,0,acept,furnished,0,7600,300,115
São Paulo,180,3,2,4,not acept,furnished,0,11000,667,166
São Paulo,60,2,1,1,acept,furnished,620,2650,63,34
São Paulo,150,3,3,2,acept,not furnished,1300,3400,200,44
São Paulo,34,2,1,0,acept,not furnished,300,2200,15,28
São Paulo,225,4,3,2,acept,not furnished,0,3995,132,61
São Paulo,95,3,2,1,acept,not furnished,1334,6500,280,83
São Paulo,260,4,4,4,acept,not furnished,3150,10000,1163,127
São Paulo,500,4,4,0,acept,not furnished,0,6000,467,91
São Paulo,80,2,1,1,acept,furnished,1600,3500,188,45
São Paulo,100,5,5,2,not acept,not furnished,0,4500,382,68
São Paulo,110,2,2,2,acept,not furnished,1090,2300,109,30
São Paulo,70,1,1,0,not acept,not furnished,0,1520,125,23
São Paulo,12,1,1,0,not acept,not furnished,0,950,50,13
São Paulo,62,1,1,1,not acept,not furnished,0,1300,9,20
São Paulo,90,2,1,1,acept,not furnished,800,1600,84,21
São Paulo,390,4,5,4,acept,furnished,0,11500,784,173
São Paulo,270,3,6,2,acept,furnished,2800,3270,1000,42
São Paulo,100,2,1,0,not acept,not furnished,0,2000,110,31
São Paulo,183,4,3,4,acept,not furnished,2380,5950,192,76
São Paulo,180,2,3,2,acept,not furnished,2000,5900,604,75
São Paulo,52,2,1,1,not acept,not furnished,350,1580,0,21
São Paulo,260,4,4,4,acept,not furnished,0,4500,0,68
São Paulo,40,1,1,1,acept,not furnished,1840,2990,409,38
São Paulo,120,3,2,2,acept,not furnished,0,4800,192,73
São Paulo,18,1,1,0,not acept,not furnished,0,1260,0,16
São Paulo,33,1,1,0,acept,not furnished,400,1300,50,17
São Paulo,30,1,1,0,acept,not furnished,0,1090,75,14
São Paulo,144,3,4,3,acept,furnished,856,7200,589,92
São Paulo,100,2,1,1,acept,not furnished,0,1900,84,29
São Paulo,70,2,1,0,acept,not furnished,521,3000,50,39
São Paulo,240,3,2,2,not acept,not furnished,2680,9800,667,125
São Paulo,96,3,1,2,acept,not furnished,600,1847,15,24
São Paulo,375,4,5,4,acept,not furnished,0,12750,959,192
São Paulo,137,3,4,2,acept,not furnished,1300,2200,334,28
São Paulo,107,2,2,2,acept,furnished,1800,12800,417,163
São Paulo,85,2,2,1,acept,not furnished,1470,4131,311,53
São Paulo,69,2,1,0,acept,not furnished,525,3000,0,22
São Paulo,213,4,3,0,acept,furnished,440,5100,0,65
São Paulo,140,2,2,2,not acept,not furnished,0,2700,56,41
São Paulo,96,4,2,2,acept,not furnished,0,3710,412,56
São Paulo,92,3,2,2,acept,not furnished,990,3500,317,45
São Paulo,220,3,2,8,acept,not furnished,0,4335,263,66
São Paulo,70,3,1,1,acept,not furnished,1080,2000,67,26
São Paulo,130,3,2,1,not acept,not furnished,1144,4300,167,55
São Paulo,208,3,2,1,acept,not furnished,1749,7000,384,89
São Paulo,160,5,3,3,acept,not furnished,0,4460,321,68
São Paulo,40,1,1,1,acept,furnished,820,3179,0,41
São Paulo,138,2,3,2,acept,not furnished,1800,8000,455,102
São Paulo,51,1,1,1,acept,furnished,714,4650,190,59
São Paulo,192,3,1,0,not acept,not furnished,0,1560,125,24
São Paulo,250,5,5,0,acept,not furnished,0,4500,0,68
São Paulo,200,3,2,3,acept,furnished,3000,8000,667,102
São Paulo,108,4,2,0,acept,not furnished,1013,5500,142,70
São Paulo,120,3,1,0,acept,not furnished,0,2200,0,34
São Paulo,44,1,1,1,not acept,furnished,2102,4300,477,55
São Paulo,87,2,2,2,acept,not furnished,722,3800,250,49
São Paulo,88,3,2,2,acept,furnished,1350,5870,108,75
São Paulo,376,3,3,2,acept,not furnished,0,1800,300,28
São Paulo,85,2,2,1,not acept,furnished,850,3000,71,39
São Paulo,90,2,3,1,acept,not furnished,270,2300,3,35
São Paulo,136,3,2,2,not acept,furnished,1490,8090,417,103
São Paulo,51,1,1,0,acept,furnished,340,2500,79,32
São Paulo,40,2,1,1,acept,not furnished,700,3300,0,42
São Paulo,300,3,5,4,acept,not furnished,470,6600,634,100
São Paulo,44,1,1,0,not acept,furnished,450,1900,104,25
São Paulo,130,3,2,2,acept,not furnished,0,2200,0,34
São Paulo,180,3,4,3,acept,furnished,1441,6400,690,82
São Paulo,79,3,2,2,not acept,furnished,660,3200,26,41
São Paulo,17,1,1,0,not acept,furnished,300,2200,50,28
São Paulo,145,2,2,1,acept,not furnished,0,2975,190,45
São Paulo,125,3,4,5,acept,not furnished,0,10000,666,151
São Paulo,28,1,1,0,acept,furnished,280,2500,22,32
São Paulo,25,1,1,0,acept,furnished,160,1750,0,23
São Paulo,195,4,3,4,acept,not furnished,1808,2700,1067,35
São Paulo,44,1,1,0,acept,not furnished,660,2800,110,36
São Paulo,46,2,1,0,acept,not furnished,267,1700,0,22
São Paulo,94,3,2,2,acept,not furnished,915,2173,295,28
São Paulo,323,3,5,6,acept,not furnished,0,10000,985,151
São Paulo,170,3,2,1,not acept,not furnished,1050,4500,263,58
São Paulo,44,1,1,0,not acept,not furnished,0,1200,30,16
São Paulo,54,2,2,1,acept,not furnished,954,2800,199,36
São Paulo,80,3,1,1,acept,furnished,703,2500,87,32
São Paulo,150,3,2,4,acept,not furnished,0,9670,55,146
São Paulo,270,4,4,4,acept,furnished,0,8840,667,133
São Paulo,53,1,1,1,not acept,furnished,0,3500,0,45
São Paulo,218,3,3,3,acept,furnished,1850,15000,809,191
São Paulo,50,1,1,1,acept,not furnished,0,1750,0,27
São Paulo,250,2,2,1,acept,not furnished,0,4800,534,73
São Paulo,335,4,6,4,acept,furnished,3500,4500,0,58
São Paulo,235,3,2,2,acept,furnished,3650,7200,626,92
São Paulo,280,5,5,4,acept,not furnished,3100,10000,1167,127
São Paulo,80,1,1,1,not acept,not furnished,0,1200,0,16
São Paulo,70,2,2,1,acept,not furnished,0,2100,9,27
São Paulo,139,3,2,0,acept,not furnished,1250,8000,103,102
São Paulo,60,2,1,1,acept,not furnished,1064,1100,0,14
São Paulo,50,1,1,0,not acept,not furnished,0,1093,0,17
São Paulo,128,3,3,0,acept,not furnished,1260,2900,226,37
São Paulo,300,3,6,6,not acept,not furnished,0,5000,1000,76
São Paulo,160,3,3,1,acept,not furnished,0,8000,0,121
São Paulo,300,4,5,2,acept,not furnished,0,4200,250,64
São Paulo,300,3,2,3,acept,furnished,0,3700,130,56
São Paulo,37,1,1,1,acept,furnished,399,3700,0,47
São Paulo,35,1,1,0,not acept,furnished,2000,1500,309,20
São Paulo,50,1,1,0,acept,not furnished,325,1550,25,20
São Paulo,64,2,1,2,not acept,furnished,2530,4000,342,51
São Paulo,49,2,1,1,acept,not furnished,360,2000,0,26
São Paulo,250,3,4,2,acept,not furnished,300,3480,360,53
São Paulo,72,3,2,1,not acept,not furnished,790,1750,3,23
São Paulo,76,3,3,2,acept,not furnished,900,2662,284,34
São Paulo,75,2,1,0,acept,furnished,500,4000,0,51
São Paulo,93,3,3,2,acept,furnished,1203,4200,267,54
São Paulo,420,3,6,4,not acept,not furnished,0,6500,0,98
São Paulo,136,3,4,3,not acept,not furnished,1546,3500,350,45
São Paulo,180,3,3,5,acept,not furnished,0,2500,232,38
São Paulo,180,5,3,2,not acept,not furnished,0,9000,0,136
São Paulo,18,1,1,1,not acept,not furnished,690,1090,84,14
São Paulo,80,2,2,1,not acept,furnished,2224,2800,334,36
São Paulo,150,4,4,1,acept,furnished,0,4500,615,68
São Paulo,80,2,2,2,acept,not furnished,850,2450,250,32
São Paulo,136,3,2,1,acept,furnished,1780,4000,250,51
São Paulo,42,1,1,0,acept,not furnished,350,1120,34,14
São Paulo,208,3,3,3,acept,not furnished,2204,5960,641,76
São Paulo,30,1,1,0,not acept,furnished,1200,1500,25,20
São Paulo,132,2,2,0,acept,furnished,978,2900,0,37
São Paulo,29,1,1,1,not acept,furnished,1500,3050,200,39
São Paulo,100,1,2,2,acept,not furnished,0,2000,84,31
São Paulo,80,3,1,0,acept,not furnished,0,2400,60,37
São Paulo,140,3,3,1,acept,furnished,1100,3000,59,39
São Paulo,146,3,2,2,acept,furnished,1400,3500,600,45
São Paulo,165,3,3,4,acept,not furnished,2000,5000,584,64
São Paulo,100,3,2,2,acept,furnished,550,3570,63,54
São Paulo,80,3,2,2,acept,not furnished,890,3100,90,40
São Paulo,29,1,1,0,acept,not furnished,298,2300,25,30
São Paulo,110,3,2,2,not acept,furnished,1850,5500,341,70
São Paulo,300,3,3,3,acept,not furnished,1,3400,417,52
São Paulo,62,2,2,3,acept,not furnished,2890,7000,384,89
São Paulo,150,3,1,0,not acept,not furnished,200,4200,12,54
São Paulo,120,4,4,4,acept,not furnished,0,4000,0,61
São Paulo,60,2,1,0,not acept,furnished,435,1800,0,23
São Paulo,60,2,1,1,not acept,not furnished,0,1700,23,26
São Paulo,110,4,5,3,acept,not furnished,0,3900,625,59
São Paulo,150,3,4,3,acept,furnished,0,4600,500,70
São Paulo,50,1,1,0,acept,not furnished,0,820,8,13
São Paulo,58,1,1,2,acept,not furnished,640,2000,0,26
