city,area,rooms,bathroom,parking spaces,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$)
São Paulo,145,4,4,3,acept,not furnished,1663,4500,584,58
São Paulo,50,1,1,0,acept,not furnished,0,800,18,13
São Paulo,85,3,2,2,acept,not furnished,900,3300,116,42
São Paulo,40,1,1,0,acept,not furnished,240,950,84,13
São Paulo,50,2,1,1,acept,not furnished,540,1850,133,24
São Paulo,127,2,2,2,acept,not furnished,1550,5500,361,70
São Paulo,172,3,5,3,acept,not furnished,0,5800,607,88
São Paulo,50,1,1,1,not acept,not furnished,500,3000,123,39
São Paulo,95,3,2,2,acept,not furnished,720,3490,167,45
São Paulo,47,1,1,0,acept,not furnished,890,2700,178,35
São Paulo,280,3,4,2,acept,not furnished,0,7000,584,106
São Paulo,140,2,4,1,acept,not furnished,2200,8900,300,113
São Paulo,700,6,8,8,acept,furnished,0,14000,1020,211
São Paulo,130,2,1,0,acept,furnished,0,1900,292,29
São Paulo,215,3,2,0,not acept,not furnished,1054,4000,229,51
São Paulo,130,3,2,1,not acept,not furnished,1500,4500,0,58
São Paulo,48,1,1,2,not acept,furnished,2121,6800,400,87
São Paulo,77,1,2,1,acept,furnished,750,7740,209,99
São Paulo,42,1,1,1,acept,furnished,1202,2650,243,34
São Paulo,90,2,2,2,acept,not furnished,1200,1917,275,25
São Paulo,70,1,2,0,acept,not furnished,450,2035,111,26
São Paulo,180,3,4,5,acept,not furnished,0,3300,266,50
São Paulo,68,2,1,0,acept,not furnished,470,1300,50,17
São Paulo,300,4,4,3,acept,not furnished,0,10000,767,151
São Paulo,270,3,3,1,acept,furnished,0,6500,23,98
São Paulo,63,1,1,1,acept,not furnished,298,650,0,9
São Paulo,140,2,3,1,acept,furnished,1306,5000,250,64
São Paulo,220,5,4,3,not acept,not furnished,0,8000,425,121
São Paulo,90,3,2,2,acept,not furnished,1478,2500,355,32
São Paulo,62,2,2,1,not acept,furnished,733,3200,129,41
São Paulo,55,1,1,0,not acept,not furnished,140,770,0,10
São Paulo,150,3,4,3,acept,not furnished,1700,2490,375,32
São Paulo,70,2,1,1,acept,not furnished,900,1750,50,23
São Paulo,396,4,4,4,acept,not furnished,0,10000,750,151
São Paulo,25,1,1,0,acept,not furnished,304,2200,60,28
São Paulo,144,4,2,2,acept,not furnished,1820,4800,667,61
São Paulo,100,1,1,0,acept,not furnished,0,1530,84,23
São Paulo,265,3,3,0,acept,not furnished,0,8500,475,128
São Paulo,96,2,1,0,acept,furnished,940,4387,3,56
São Paulo,90,1,1,0,not acept,not furnished,200,1550,167,20
São Paulo,90,3,2,0,acept,not furnished,900,2100,84,27
São Paulo,154,3,3,2,acept,furnished,1042,2000,0,26
São Paulo,49,2,2,1,acept,not furnished,632,2400,55,31
São Paulo,56,1,1,0,acept,furnished,0,8000,280,102
São Paulo,160,4,4,0,acept,furnished,1300,3175,787,41
São Paulo,132,3,4,3,not acept,not furnished,2137,2980,520,38
São Paulo,300,3,4,2,acept,furnished,2000,14000,1084,178
São Paulo,78,2,1,2,acept,furnished,0,5900,0,75
São Paulo,56,2,1,0,acept,not furnished,250,1800,41,23
São Paulo,110,2,2,0,acept,furnished,1356,3360,248,43
São Paulo,65,2,2,1,acept,not furnished,630,1800,25,23
São Paulo,20,1,1,0,acept,furnished,602,1800,130,23
São Paulo,65,3,1,1,acept,not furnished,510,1800,0,23
São Paulo,137,2,3,2,acept,not furnished,2800,14000,542,178
São Paulo,50,1,1,1,not acept,not furnished,0,1500,80,23
São Paulo,120,3,1,4,acept,not furnished,0,3500,234,53
São Paulo,80,2,1,0,not acept,not furnished,0,1576,125,24
São Paulo,160,3,2,1,acept,not furnished,0,4700,0,71
São Paulo,51,1,1,0,acept,furnished,785,2350,150,30
São Paulo,56,2,1,0,acept,not furnished,200,1400,0,10
São Paulo,170,3,4,0,acept,furnished,2200,4000,800,51
São Paulo,60,2,1,1,acept,furnished,500,3400,23,44
São Paulo,250,5,6,2,acept,not furnished,0,9000,717,136
São Paulo,163,2,3,2,acept,furnished,1464,8000,470,102
São Paulo,135,3,2,2,acept,not furnished,1650,2300,775,30
São Paulo,200,3,4,2,acept,not furnished,1900,7000,677,89
São Paulo,82,2,1,1,acept,not furnished,860,3400,0,44
São Paulo,50,1,1,1,not acept,not furnished,0,900,21,14
São Paulo,83,2,3,2,acept,not furnished,1555,3200,735,41
São Paulo,60,1,1,1,acept,not furnished,683,2100,0,27
São Paulo,122,3,2,1,acept,not furnished,1766,5800,279,74
São Paulo,150,3,4,4,acept,not furnished,1076,7925,651,101
São Paulo,380,4,2,4,acept,not furnished,0,4600,700,70
São Paulo,40,1,1,1,not acept,not furnished,225,1080,65,14
São Paulo,40,1,1,1,acept,furnished,1233,4065,202,52
São Paulo,380,4,2,0,acept,not furnished,0,8000,0,121
São Paulo,114,3,3,0,acept,not furnished,150,2600,171,40
São Paulo,100,3,2,4,acept,not furnished,0,3880,255,59
São Paulo,120,4,2,2,acept,not furnished,1630,4000,464,51
São Paulo,100,3,3,2,acept,not furnished,1250,5500,250,70
São Paulo,62,1,2,1,acept,furnished,2400,12000,350,153
São Paulo,62,2,2,1,acept,not furnished,510,2500,158,32
São Paulo,94,2,3,2,not acept,not furnished,1600,4400,325,56
São Paulo,165,3,4,4,acept,not furnished,2000,10000,799,127
São Paulo,50,2,1,1,acept,not furnished,390,1072,0,14
São Paulo,136,3,3,2,acept,not furnished,738,3400,115,44
São Paulo,212,3,5,3,acept,not furnished,2300,7000,1084,89
São Paulo,70,2,1,1,acept,not furnished,580,1400,52,18
São Paulo,57,2,1,1,acept,furnished,550,2300,63,30
São Paulo,128,2,3,3,acept,not furnished,2000,3900,500,50
São Paulo,62,2,2,1,not acept,not furnished,0,2350,0,30
São Paulo,140,3,3,2,acept,not furnished,0,3800,200,58
São Paulo,55,2,1,1,acept,not furnished,420,1399,0,18
São Paulo,130,3,2,1,acept,not furnished,2400,5500,209,70
São Paulo,82,3,2,2,not acept,not furnished,860,2600,209,33
São Paulo,100,3,2,1,acept,not furnished,1221,1200,38,16
São Paulo,122,2,2,2,acept,not furnished,1761,3950,640,51
São Paulo,50,1,1,0,acept,not furnished,100,1100,0,14
São Paulo,189,4,3,3,acept,not furnished,3300,5780,440,74
São Paulo,35,2,1,1,acept,not furnished,125,2100,0,32
São Paulo,140,5,2,1,acept,furnished,0,3999,200,51
São Paulo,78,3,3,2,acept,not furnished,639,2800,117,36
São Paulo,84,3,2,1,not acept,furnished,741,2175,185,28
São Paulo,80,2,1,1,acept,not furnished,30,1300,40,20
São Paulo,227,4,4,3,not acept,furnished,2000,15000,750,191
São Paulo,180,3,3,4,acept,not furnished,1800,6500,859,83
São Paulo,105,1,1,2,not acept,not furnished,1300,8700,417,111
São Paulo,26,1,1,0,acept,furnished,400,4300,60,55
São Paulo,200,2,3,1,acept,not furnished,1750,4500,0,58
São Paulo,309,4,5,3,acept,not furnished,0,12000,734,181
São Paulo,130,2,4,3,acept,not furnished,1800,6000,667,77
São Paulo,120,3,1,0,acept,not furnished,0,1210,207,16
São Paulo,120,3,3,2,not acept,not furnished,1500,7300,400,93
São Paulo,62,3,1,2,acept,not furnished,750,1400,156,18
São Paulo,129,3,4,2,acept,not furnished,1800,3000,600,39
São Paulo,70,2,2,4,acept,not furnished,0,3000,190,46
São Paulo,180,2,3,2,acept,not furnished,0,3150,301,48
São Paulo,82,1,1,2,acept,not furnished,1650,8000,267,102
São Paulo,52,2,1,1,not acept,not furnished,450,2400,78,31
São Paulo,67,2,1,0,acept,not furnished,385,1300,56,17
São Paulo,54,2,1,1,acept,not furnished,280,2200,0,28
São Paulo,32,1,1,1,acept,furnished,652,3870,42,50
São Paulo,127,3,2,2,acept,not furnished,0,5000,250,76
São Paulo,230,3,2,2,acept,furnished,0,4590,309,69
São Paulo,60,1,1,0,not acept,not furnished,0,1600,192,25
São Paulo,140,3,3,2,acept,not furnished,0,2300,0,35
São Paulo,107,2,2,0,not acept,not furnished,799,3150,0,40
São Paulo,84,2,3,2,acept,furnished,634,6900,165,88
São Paulo,90,2,2,0,acept,not furnished,0,1750,0,27
São Paulo,120,4,4,1,acept,not furnished,0,4500,67,68
São Paulo,325,5,5,4,acept,not furnished,0,6000,420,91
São Paulo,310,4,4,3,acept,not furnished,0,7000,675,106
São Paulo,100,2,2,2,acept,furnished,1700,6500,42,83
São Paulo,52,2,1,1,acept,not furnished,540,1100,45,14
São Paulo,66,2,1,1,not acept,not furnished,530,1780,0,23
São Paulo,100,2,1,2,acept,not furnished,0,1650,0,25
São Paulo,140,3,3,2,acept,not furnished,2420,2580,1000,33
São Paulo,48,1,1,1,not acept,not furnished,415,2000,0,8
São Paulo,200,3,4,3,acept,furnished,3249,5500,843,70
São Paulo,250,3,4,4,acept,not furnished,2200,3300,852,42
São Paulo,86,2,1,0,acept,not furnished,0,1387,130,21
São Paulo,120,3,2,2,acept,not furnished,0,3110,111,47
São Paulo,50,1,1,0,acept,not furnished,0,1100,0,17
São Paulo,126,2,2,1,not acept,not furnished,889,3120,204,40
São Paulo,35,1,1,1,not acept,not furnished,450,2700,0,35
São Paulo,70,3,2,1,acept,not furnished,758,2000,109,26
São Paulo,250,3,4,3,acept,not furnished,2850,9000,834,115
São Paulo,97,2,3,2,acept,not furnished,768,3300,243,42
São Paulo,78,3,2,2,acept,not furnished,780,1540,230,20
São Paulo,248,3,4,3,acept,not furnished,2200,6000,742,77
São Paulo,163,3,2,1,acept,not furnished,1100,4000,84,51
São Paulo,332,5,4,3,acept,not furnished,3200,15000,1167,191
São Paulo,30,1,1,1,acept,furnished,730,1850,70,24
São Paulo,260,4,4,2,acept,not furnished,0,5200,184,79
São Paulo,46,2,1,1,not acept,not furnished,600,1180,25,15
São Paulo,999,5,7,4,not acept,not furnished,100,15000,459,226
São Paulo,110,3,2,1,acept,not furnished,1200,1200,350,16
São Paulo,160,3,2,2,not acept,not furnished,0,3500,250,53
São Paulo,38,1,1,0,not acept,not furnished,188,2001,0,26
São Paulo,220,4,3,3,acept,furnished,2080,5500,1092,70
São Paulo,120,3,2,8,acept,not furnished,0,3000,386,46
São Paulo,556,6,7,4,acept,not furnished,0,7500,1084,113
São Paulo,70,3,1,2,not acept,furnished,882,3200,140,41
São Paulo,52,2,1,1,acept,not furnished,616,1200,65,16
São Paulo,53,2,1,1,acept,not furnished,571,1800,22,23
São Paulo,188,1,3,2,not acept,not furnished,1180,8000,550,102
São Paulo,80,1,1,1,not acept,not furnished,0,1300,84,20
São Paulo,70,2,1,0,acept,not furnished,0,1350,0,21
São Paulo,35,1,1,1,acept,not furnished,430,2100,0,27
São Paulo,60,2,1,0,acept,not furnished,0,1700,245,26
São Paulo,57,1,1,0,acept,furnished,300,6000,17,77
São Paulo,61,1,2,1,not acept,not furnished,444,1930,87,25
São Paulo,130,3,2,1,not acept,furnished,1200,7500,417,96
São Paulo,123,3,1,1,not acept,not furnished,2000,3800,348,49
São Paulo,190,3,3,2,not acept,not furnished,2800,9000,888,115
São Paulo,210,4,3,3,acept,not furnished,1250,4000,750,51
São Paulo,77,2,2,1,acept,not furnished,840,3170,34,41
São Paulo,160,3,4,3,acept,not furnished,0,2770,475,42
São Paulo,55,3,1,1,acept,furnished,600,1800,121,23
São Paulo,40,1,1,0,acept,not furnished,600,3480,142,45
São Paulo,50,2,1,1,acept,not furnished,510,1100,50,14
São Paulo,136,3,3,1,acept,not furnished,1530,7500,290,96
São Paulo,41,3,2,1,not acept,furnished,0,6500,0,83
São Paulo,180,3,3,1,acept,furnished,1785,6000,294,77
São Paulo,460,6,6,4,acept,not furnished,0,6500,109,98
São Paulo,25,1,1,0,acept,not furnished,432,2200,45,28
São Paulo,274,4,5,6,acept,not furnished,0,11000,767,166
São Paulo,42,1,1,2,acept,furnished,595,3380,0,43
São Paulo,74,2,1,0,acept,not furnished,589,2850,0,37
São Paulo,110,2,3,3,not acept,not furnished,1600,1890,0,24
São Paulo,42,1,1,1,not acept,not furnished,704,3000,192,39
São Paulo,50,1,1,0,not acept,not furnished,0,750,0,12
São Paulo,43,1,1,0,acept,not furnished,300,1600,17,21
São Paulo,40,1,1,1,not acept,furnished,620,5000,184,64
São Paulo,60,1,1,1,acept,not furnished,252,750,9,10
São Paulo,40,1,1,0,not acept,not furnished,0,900,25,14
São Paulo,80,3,2,2,acept,not furnished,690,2650,92,34
São Paulo,77,3,3,2,acept,not furnished,223,2400,70,37
São Paulo,103,3,2,2,acept,furnished,1100,7550,209,96
São Paulo,158,3,4,2,acept,not furnished,1361,2750,142,35
São Paulo,58,2,2,1,not acept,not furnished,520,2055,0,27
São Paulo,60,3,1,0,not acept,not furnished,565,1950,109,25
São Paulo,102,3,2,2,acept,not furnished,1250,4200,250,54
São Paulo,61,2,2,1,acept,not furnished,650,2300,21,30
São Paulo,280,3,3,2,acept,not furnished,0,8000,600,121
São Paulo,130,3,3,3,acept,not furnished,0,4000,146,61
São Paulo,175,1,1,2,acept,not furnished,0,1600,167,25
São Paulo,60,2,3,2,not acept,not furnished,730,1200,182,16
São Paulo,86,2,1,1,not acept,not furnished,1105,3800,155,49
São Paulo,30,1,1,0,acept,not furnished,0,1850,0,24
São Paulo,271,3,2,2,acept,not furnished,0,4800,646,73
São Paulo,123,3,3,2,not acept,furnished,1527,3400,334,44
São Paulo,59,2,2,0,acept,furnished,380,3900,143,50
São Paulo,130,2,3,3,acept,not furnished,0,1830,0,28
São Paulo,42,1,1,1,acept,not furnished,500,2325,128,30
São Paulo,168,3,2,4,not acept,not furnished,600,3500,317,53
São Paulo,430,4,7,6,acept,not furnished,0,7990,300,121
São Paulo,38,1,1,0,not acept,not furnished,60,950,0,13
São Paulo,95,3,2,1,acept,not furnished,850,2300,0,30
São Paulo,44,1,1,1,not acept,furnished,590,2000,29,26
São Paulo,250,3,3,2,not acept,not furnished,0,3700,459,56
São Paulo,170,3,3,3,acept,not furnished,0,3500,209,53
São Paulo,65,2,1,0,acept,not furnished,0,1800,167,28
São Paulo,320,3,3,4,acept,not furnished,1700,4320,142,65
São Paulo,60,2,1,3,acept,not furnished,0,2200,188,34
São Paulo,100,2,2,2,acept,not furnished,1750,2800,450,36
São Paulo,45,2,1,0,acept,not furnished,60,900,42,12
São Paulo,270,5,7,2,acept,not furnished,0,3978,89,60
São Paulo,72,2,2,1,acept,not furnished,0,1760,30,23
São Paulo,213,3,3,2,not acept,not furnished,3200,6500,475,83
São Paulo,120,3,1,1,acept,not furnished,0,2625,0,26
São Paulo,59,2,2,1,acept,not furnished,759,3478,75,14
São Paulo,253,4,5,3,acept,not furnished,2100,4100,0,52
São Paulo,128,3,3,2,acept,not furnished,2600,3800,605,49
São Paulo,60,2,2,1,acept,not furnished,440,1250,38,16
São Paulo,244,3,4,2,acept,furnished,3500,12000,648,153
São Paulo,120,2,1,1,not acept,not furnished,0,3000,280,46
São Paulo,120,3,2,1,acept,not furnished,1400,4675,200,60
São Paulo,90,2,1,2,acept,not furnished,1100,2000,0,26
São Paulo,69,3,2,1,acept,not furnished,670,2000,6,26
São Paulo,150,3,2,0,acept,not furnished,0,2500,150,38
São Paulo,101,2,2,1,acept,not furnished,582,1700,0,22
São Paulo,225,3,3,2,acept,not furnished,2560,10800,670,137
São Paulo,220,4,4,4,acept,not furnished,2058,4500,540,58
São Paulo,25,1,1,0,acept,not furnished,0,1200,25,19
São Paulo,277,3,5,4,acept,not furnished,2580,9000,771,136
São Paulo,200,4,5,3,not acept,not furnished,2800,5500,997,70
São Paulo,280,4,4,3,acept,furnished,2400,6553,0,84
São Paulo,155,4,3,2,acept,not furnished,1050,3500,459,45
São Paulo,44,1,1,1,acept,furnished,398,1900,19,25
São Paulo,64,2,1,1,acept,furnished,741,1850,75,24
São Paulo,65,2,1,0,acept,not furnished,0,1300,70,17
São Paulo,50,1,1,0,acept,furnished,501,1800,0,23
São Paulo,249,3,3,3,acept,not furnished,0,9000,834,136
São Paulo,90,3,3,2,acept,not furnished,1119,2600,360,33
São Paulo,36,1,1,0,acept,not furnished,300,1162,19,15
São Paulo,51,2,1,1,acept,not furnished,427,2900,114,37
São Paulo,84,2,2,2,not acept,furnished,1250,9600,217,122
São Paulo,43,1,1,1,not acept,furnished,488,3600,133,46
São Paulo,58,2,1,1,acept,not furnished,430,1540,0,20
São Paulo,462,7,2,3,not acept,not furnished,0,8600,834,130
São Paulo,167,3,2,1,acept,furnished,1800,9500,500,121
São Paulo,62,2,1,1,not acept,furnished,650,1236,34,16
São Paulo,230,3,4,3,not acept,not furnished,2700,4210,1167,54
São Paulo,238,4,4,3,acept,furnished,2569,15000,542,191
São Paulo,113,3,4,3,acept,furnished,1055,3400,178,44
São Paulo,115,2,2,2,not acept,furnished,1395,3800,259,49
São Paulo,80,1,2,1,acept,furnished,1000,4000,109,51
São Paulo,52,2,1,0,acept,not furnished,375,990,0,13
São Paulo,55,2,1,1,acept,not furnished,655,1530,100,20
São Paulo,164,3,2,1,acept,furnished,1229,3700,198,47
São Paulo,80,2,1,1,acept,furnished,1950,2800,209,36
São Paulo,74,1,2,2,acept,furnished,850,5500,294,70
São Paulo,73,2,1,1,acept,not furnished,540,2080,0,27
São Paulo,190,4,5,3,acept,not furnished,3200,4000,417,51
São Paulo,454,4,3,4,acept,furnished,2700,10900,917,164
São Paulo,138,3,2,1,not acept,not furnished,2000,7600,238,97
São Paulo,38,1,1,0,acept,furnished,290,2500,0,32
São Paulo,113,2,2,1,acept,not furnished,1000,3000,50,39
São Paulo,70,2,1,0,not acept,not furnished,0,1700,25,26
São Paulo,183,4,4,3,acept,not furnished,2200,5000,834,64
São Paulo,93,3,2,1,acept,not furnished,1497,3400,227,44
São Paulo,20,1,1,0,not acept,furnished,300,600,40,8
São Paulo,92,3,2,2,not acept,not furnished,150,2200,198,34
São Paulo,300,3,5,2,not acept,furnished,2100,13900,809,177
São Paulo,200,3,3,2,acept,not furnished,0,3500,292,53
São Paulo,135,3,2,3,acept,not furnished,1941,2800,635,36
São Paulo,70,1,1,0,acept,not furnished,0,1200,34,19
São Paulo,60,2,2,2,acept,not furnished,692,1900,90,25
São Paulo,36,1,1,0,acept,not furnished,0,860,50,11
São Paulo,136,3,3,3,acept,furnished,1970,6000,600,77
São Paulo,250,3,2,2,acept,not furnished,0,3500,250,53
São Paulo,350,5,5,4,acept,not furnished,0,3000,467,46
São Paulo,120,2,1,1,acept,not furnished,0,1600,167,25
São Paulo,100,2,1,2,not acept,not furnished,0,3300,317,50
São Paulo,49,2,1,1,acept,not furnished,528,1700,135,22
São Paulo,200,3,4,1,not acept,furnished,2200,6000,375,77
São Paulo,196,3,4,2,not acept,not furnished,2200,3300,559,42
São Paulo,130,2,1,1,acept,not furnished,0,4000,0,61
São Paulo,72,2,1,1,acept,not furnished,438,1440,51,19
São Paulo,65,2,1,0,acept,not furnished,425,1680,33,22
São Paulo,48,1,1,1,acept,not furnished,588,1525,0,6
São Paulo,186,4,2,2,acept,not furnished,1500,2500,0,32
São Paulo,160,4,5,3,acept,furnished,1623,3800,834,49
São Paulo,18,1,1,0,acept,not furnished,0,1720,0,22
São Paulo,105,3,2,3,acept,not furnished,1250,1900,552,25
São Paulo,54,2,1,1,acept,not furnished,990,780,0,10
São Paulo,47,2,1,1,acept,not furnished,597,1570,0,20
São Paulo,160,4,3,2,acept,furnished,2800,9530,286,121
São Paulo,80,2,2,1,acept,not furnished,0,2600,417,40
São Paulo,400,4,4,3,acept,not furnished,0,9000,542,136
São Paulo,70,1,1,0,not acept,not furnished,0,1086,163,17
São Paulo,300,4,5,4,acept,not furnished,0,5000,538,76
São Paulo,54,2,1,1,not acept,not furnished,720,2010,71,26
São Paulo,225,4,5,4,acept,furnished,2000,9000,1192,115
São Paulo,125,3,2,1,acept,not furnished,1000,4655,200,59
São Paulo,55,2,1,0,acept,not furnished,0,2000,75,31
São Paulo,186,3,3,2,not acept,not furnished,1350,5435,405,69
São Paulo,200,3,4,2,not acept,furnished,0,9800,417,148
São Paulo,246,3,4,3,acept,not furnished,3200,4500,794,58
São Paulo,70,2,1,1,acept,not furnished,60,2100,0,32
São Paulo,188,3,1,3,acept,not furnished,0,9500,472,143
São Paulo,154,3,1,3,acept,furnished,830,6700,400,85
São Paulo,32,1,1,1,not acept,furnished,1600,3500,234,45
São Paulo,69,2,1,0,acept,not furnished,1100,1600,0,21
São Paulo,182,3,5,3,acept,not furnished,3600,4900,875,63
São Paulo,41,1,1,1,not acept,not furnished,900,3500,100,45
São Paulo,45,1,1,0,acept,not furnished,0,1400,0,22
São Paulo,100,1,3,2,not acept,furnished,800,2500,125,32
São Paulo,66,2,1,0,acept,not furnished,356,1650,0,21
São Paulo,41,1,1,1,not acept,furnished,380,3220,0,13
São Paulo,140,3,2,1,acept,not furnished,0,3825,0,58
São Paulo,200,3,4,4,acept,furnished,1800,5600,860,71
São Paulo,240,3,4,4,not acept,not furnished,0,4000,370,61
São Paulo,220,4,5,2,acept,not furnished,0,6500,1176,98
São Paulo,132,3,2,2,acept,furnished,1650,4000,400,51
São Paulo,150,3,3,2,acept,furnished,2100,2000,584,26
São Paulo,68,3,1,1,not acept,not furnished,700,1400,0,18
São Paulo,58,2,2,1,acept,not furnished,450,4700,5,60
São Paulo,72,2,1,0,acept,not furnished,760,2200,17,28
São Paulo,190,4,4,2,acept,not furnished,0,3500,315,53
São Paulo,220,2,2,3,acept,not furnished,0,10500,750,158
São Paulo,200,3,2,3,acept,furnished,0,6000,209,91
São Paulo,70,2,2,0,not acept,not furnished,260,2280,92,29
São Paulo,700,5,8,3,acept,not furnished,0,12000,1000,181
São Paulo,50,2,1,0,not acept,not furnished,0,1200,0,19
São Paulo,240,3,3,2,acept,not furnished,0,4000,292,61
São Paulo,240,3,3,4,acept,furnished,0,8000,1000,121
São Paulo,73,2,2,1,acept,not furnished,700,1250,150,16
São Paulo,67,2,1,1,acept,not furnished,313,1200,167,16
São Paulo,71,2,1,0,not acept,not furnished,764,1800,0,23
São Paulo,55,1,1,1,acept,furnished,570,1800,0,7
São Paulo,45,1,1,0,not acept,not furnished,700,1500,0,20
São Paulo,70,2,2,1,acept,furnished,820,3100,117,40
São Paulo,160,3,3,0,not acept,not furnished,0,5000,500,76
São Paulo,48,2,1,1,acept,not furnished,480,1710,0,22
São Paulo,200,3,4,2,acept,not furnished,2700,9180,0,117
São Paulo,46,2,1,0,acept,not furnished,0,1200,0,16
São Paulo,101,3,3,2,acept,not furnished,780,4600,330,59
São Paulo,62,2,2,0,acept,furnished,0,1250,0,19
São Paulo,86,3,1,1,acept,not furnished,460,3150,0,40
São Paulo,70,2,1,1,acept,not furnished,0,1100,77,17
São Paulo,160,3,4,4,not acept,not furnished,0,7000,534,106
